sourceRow,name,productCode,sheetUnit,dibeli,dijual,category,suggestedPrimaryUnit,existingNameMatch,existingSkuForName,existingUnitForName,existingParentForName,existingNamesUsingSameSku,issueTypes,suggestedAction
2,Affal Barang Jadi,AB000000,Kg,,4-106 Penjualan Bahan,BARANG JADI,KG,Affal Barang Jadi,AB000000,KG,Produk FINISHED GOOD Rafia,Affal Barang Jadi,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
3,Affal Daun,AD000000,Kg,,4-106 Penjualan Bahan,BARANG JADI,KG,Affal Daun,AD000000,KG,Produk FINISHED GOOD Rafia,Affal Daun,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
4,Affal Prongkol,AP000000,Kg,,4-106 Penjualan Bahan,BARANG JADI,KG,Affal Prongkol,AP000000,KG,Produk FINISHED GOOD Rafia,Affal Prongkol,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
5,Lakop Pel Air Biru Muda,LR0000,Pcs,,4-111 Penjualan Lakop Pel Air,BARANG JADI,PCS,Lakop Pel Air Biru Muda,LR0000,PCS,Produk FINISHED GOOD Rafia,Lakop Pel Air Biru Muda,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
6,Lakop Pel Air Hijau,LJ0000,Pcs,,4-111 Penjualan Lakop Pel Air,BARANG JADI,PCS,Lakop Pel Air Hijau,LJ0000,PCS,Produk FINISHED GOOD Rafia,Lakop Pel Air Hijau,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
7,Lakop Pel Air Kuning,LK0000,Pcs,,4-111 Penjualan Lakop Pel Air,BARANG JADI,PCS,Lakop Pel Air Kuning,LK0000,PCS,Produk FINISHED GOOD Rafia,Lakop Pel Air Kuning,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
8,Lakop Pel Air Merah,LM0000,Pcs,,4-111 Penjualan Lakop Pel Air,BARANG JADI,PCS,Lakop Pel Air Merah,LM0000,PCS,Produk FINISHED GOOD Rafia,Lakop Pel Air Merah,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
9,Lakop Pel Air Orange,LO0000,Pcs,,4-111 Penjualan Lakop Pel Air,BARANG JADI,PCS,Lakop Pel Air Orange,LO0000,PCS,Produk FINISHED GOOD Rafia,Lakop Pel Air Orange,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
10,Rafia Bening Super,RBS0000,Kg,,4-102 Penjualan Rafia Super,BARANG JADI,KG,Rafia Bening Super,RBS0000,KG,Produk FINISHED GOOD Rafia,Rafia Bening Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
11,"Rafia Bening Super 0,4 (10)",RBS0410,Bal,,4-102 Penjualan Rafia Super,BARANG JADI,BAL,"Rafia Bening Super 0,4 (10)",RBS0410,BAL,Produk FINISHED GOOD Rafia,"Rafia Bening Super 0,4 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
12,"Rafia Bening Super 0,75 (6)",RBS0760,Bal,,4-102 Penjualan Rafia Super,BARANG JADI,BAL,,,,,Rafia Bening Super 0.75 (6),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME
13,"Rafia Bening Super 0,8 (10)",RBS0810,Bal,,4-102 Penjualan Rafia Super,BARANG JADI,BAL,,,,,Rafia Bening Super 0.8 (10),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME
14,"Rafia Bening Super 0,95 (10)",RBS9510,Bal,,4-102 Penjualan Rafia Super,BARANG JADI,BAL,,,,,Rafia Bening Super 0.95 (10),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME
15,Rafia Bening Super 1 (10),RBS1010,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,Rafia Bening Super 1 (10),RBS1010,BAL,Produk FINISHED GOOD Rafia,Rafia Bening Super 1 (10),,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
16,Rafia Bening Super Jasa,RBJ0000,Kg,,4-108 Penjualan Rafia Maklon,BARANG JADI,KG,Rafia Bening Super Jasa,RBJ0000,KG,Produk FINISHED GOOD Rafia,Rafia Bening Super Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
17,Rafia Biru KW,RRK0000,Kg,,4-104 Penjualan Rafia Kw,BARANG JADI,KG,Rafia Biru KW,RRK0000,KG,Produk FINISHED GOOD Rafia,Rafia Biru KW,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
18,"Rafia Biru KW 0,5 (10)",RRK0510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Biru KW 0,5 (10)",RRK0510,BAL,Produk FINISHED GOOD Rafia,"Rafia Biru KW 0,5 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
19,Rafia Biru KW 1 (10),RRK0110,Bal,,4-104 Penjualan Rafia Kw,BARANG JADI,BAL,Rafia Biru KW 1 (10),RRK0110,BAL,Produk FINISHED GOOD Rafia,Rafia Biru KW 1 (10),,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
20,Rafia Biru KW Super,RRW0000,Kg,,4-116 Penjualan Rafia Kw Super,BARANG JADI,KG,Rafia Biru KW Super,RRW0000,KG,Produk FINISHED GOOD Rafia,Rafia Biru KW Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
21,Rafia Biru Super,RRS0000,Kg,,4-102 Penjualan Rafia Super,BARANG JADI,KG,Rafia Biru Super,RRS0000,KG,Produk FINISHED GOOD Rafia,Rafia Biru Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
22,"Rafia Biru Super 0,4 (10)",RRS0410,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Biru Super 0,4 (10)",RRS0410,BAL,Produk FINISHED GOOD Rafia,"Rafia Biru Super 0,4 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
23,"Rafia Biru Super 0,75 (6)",RRS7560,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Biru Super 0,75 (6)",RRS7560,BAL,Produk FINISHED GOOD Rafia,"Rafia Biru Super 0,75 (6)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
24,"Rafia Biru Super 0,7 (6)",RRS0760,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,,,,,Rafia Biru Super 0.7 (6),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME
25,"Rafia Biru Super 0,8 (10)",RRS0810,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,,,,,Rafia Biru Super 0.8 (10),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME
26,Rafia Biru Super 1 (10),RRS1010,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,Rafia Biru Super 1 (10),RRS1010,BAL,Produk FINISHED GOOD Rafia,Rafia Biru Super 1 (10),,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
27,Rafia BS,R000000,Kg,,4-106 Penjualan Bahan,BARANG JADI,KG,Rafia BS,R000000,KG,Produk FINISHED GOOD Rafia,Rafia BS,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
28,Rafia Dop KW Super,RDW0000,Kg,,4-116 Penjualan Rafia Kw Super,BARANG JADI,KG,Rafia Dop KW Super,RDW0000,KG,Produk FINISHED GOOD Rafia,Rafia Dop KW Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
29,Rafia Hijau KW,RJK0000,Kg,,4-104 Penjualan Rafia Kw,BARANG JADI,KG,Rafia Hijau KW,RJK0000,KG,Produk FINISHED GOOD Rafia,Rafia Hijau KW,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
30,"Rafia Hijau KW 0,5 (10)",RJK0510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Hijau KW 0,5 (10)",RJK0510,BAL,Produk FINISHED GOOD Rafia,"Rafia Hijau KW 0,5 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
31,Rafia Hijau KW 1 (10),RJK0110,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,Rafia Hijau KW 1 (10),RJK0110,BAL,Produk FINISHED GOOD Rafia,Rafia Hijau KW 1 (10),,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
32,Rafia Hijau KW Super,RJW0000,Kg,,4-116 Penjualan Rafia Kw Super,BARANG JADI,KG,Rafia Hijau KW Super,RJW0000,KG,Produk FINISHED GOOD Rafia,Rafia Hijau KW Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
33,Rafia Hijau Super,RJS0000,Kg,,4-102 Penjualan Rafia Super,BARANG JADI,KG,Rafia Hijau Super,RJS0000,KG,Produk FINISHED GOOD Rafia,Rafia Hijau Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
34,"Rafia Hijau Super 0,75 (6)",RJS7560,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Hijau Super 0,75 (6)",RJS7560,BAL,Produk FINISHED GOOD Rafia,"Rafia Hijau Super 0,75 (6)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
35,"Rafia Hijau Super 0,95 (10)",RJS9510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Hijau Super 0,95 (10)",RJS9510,BAL,Produk FINISHED GOOD Rafia,"Rafia Hijau Super 0,95 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
36,"Rafia Hijau Super 0,7 (6)",RJS0760,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,,,,,Rafia Hijau Super 0.7 (6),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME
37,"Rafia Hijau Super 0,8 (10)",RJS0810,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,,,,,Rafia Hijau Super 0.8 (10),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME
38,Rafia Hijau Super 1 (10),RJS1010,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,Rafia Hijau Super 1 (10),RJS1010,BAL,Produk FINISHED GOOD Rafia,Rafia Hijau Super 1 (10),,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
39,Rafia Hijau Super Jasa,RHSJ0000,Kg,,4-108 Penjualan Rafia Maklon,BARANG JADI,KG,Rafia Hijau Super Jasa,RHSJ0000,KG,Produk FINISHED GOOD Rafia,Rafia Hijau Super Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
40,Rafia Hijau Tampar,RJT0000,Kg,,4-107 Penjualan Rafia Tampar,BARANG JADI,KG,Rafia Hijau Tampar,RJT0000,KG,Produk FINISHED GOOD Rafia,Rafia Hijau Tampar,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
41,Rafia Hitam KW,RHK0000,Kg,,4-104 Penjualan Rafia Kw,BARANG JADI,KG,Rafia Hitam KW,RHK0000,KG,Produk FINISHED GOOD Rafia,Rafia Hitam KW,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
42,"Rafia Hitam KW 0,1 (10)",RHK0110,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Hitam KW 0,1 (10)",RHK0110,BAL,Produk FINISHED GOOD Rafia,"Rafia Hitam KW 0,1 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
43,"Rafia Hitam Kw 0,2 (10)",RHK0210,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Hitam Kw 0,2 (10)",RHK0210,BAL,Produk FINISHED GOOD Rafia,"Rafia Hitam Kw 0,2 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
44,"Rafia Hitam KW 0,5 (10)",RHK0510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Hitam KW 0,5 (10)",RHK0510,BAL,Produk FINISHED GOOD Rafia,"Rafia Hitam KW 0,5 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
45,"Rafia Hitam KW 0,5 (20)",RHK0520,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Hitam KW 0,5 (20)",RHK0520,BAL,Produk FINISHED GOOD Rafia,"Rafia Hitam KW 0,5 (20)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
46,"Rafia Hitam KW 0,65 (10)",RHK6510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Hitam KW 0,65 (10)",RHK6510,BAL,Produk FINISHED GOOD Rafia,"Rafia Hitam KW 0,65 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
47,"Rafia Hitam KW 0,7 (10)",RHK0710,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Hitam KW 0,7 (10)",RHK0710,BAL,Produk FINISHED GOOD Rafia,"Rafia Hitam KW 0,7 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
48,"Rafia Hitam KW 0,7 (6)",RHK0760,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Hitam KW 0,7 (6)",RHK0760,BAL,Produk FINISHED GOOD Rafia,"Rafia Hitam KW 0,7 (6)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
49,"Rafia Hitam KW 0,8 (10)",RHK0810,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Hitam KW 0,8 (10)",RHK0810,BAL,Produk FINISHED GOOD Rafia,"Rafia Hitam KW 0,8 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
50,"Rafia Hitam KW 0,85 (10)",RHK8510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Hitam KW 0,85 (10)",RHK8510,BAL,Produk FINISHED GOOD Rafia,"Rafia Hitam KW 0,85 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
51,"Rafia Hitam KW 0,9 (10)",RHK0910,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Hitam KW 0,9 (10)",RHK0910,BAL,Produk FINISHED GOOD Rafia,"Rafia Hitam KW 0,9 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
52,"Rafia Hitam KW 0,95 (10)",RHK9510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Hitam KW 0,95 (10)",RHK9510,BAL,Produk FINISHED GOOD Rafia,"Rafia Hitam KW 0,95 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
53,"Rafia Hitam KW 0,4 (10)",RHK0410,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,,,,,Rafia Hitam KW 0.4 (10),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME
54,Rafia Hitam KW 1 (10),RHK1010,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,Rafia Hitam KW 1 (10),RHK1010,BAL,Produk FINISHED GOOD Rafia,Rafia Hitam KW 1 (10),,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
55,"Rafia Hitam KW 1,5 (10)",RHK1510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Hitam KW 1,5 (10)",RHK1510,BAL,Produk FINISHED GOOD Rafia,"Rafia Hitam KW 1,5 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
56,Rafia Hitam Super,RHS0000,Kg,,4-102 Penjualan Rafia Super,BARANG JADI,KG,Rafia Hitam Super,RHS0000,KG,Produk FINISHED GOOD Rafia,Rafia Hitam Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
57,"Rafia Hitam Super 0,9 (10)",RHS0910,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Hitam Super 0,9 (10)",RHS0910,BAL,Produk FINISHED GOOD Rafia,"Rafia Hitam Super 0,9 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
58,"Rafia Hitam Super 0,5 (10)",RHS0510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,,,,,Rafia Hitam Super 0.5 (10),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME
59,"Rafia Hitam Super 0,85 (10)",RHS8510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,,,,,Rafia Hitam Super 0.85 (10),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME
60,Rafia Hitam Super 1 (10),RHS1010,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,Rafia Hitam Super 1 (10),RHS1010,BAL,Produk FINISHED GOOD Rafia,Rafia Hitam Super 1 (10),,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
61,Rafia Hitam Super Jasa,RHJ0000,Kg,,4-108 Penjualan Rafia Maklon,BARANG JADI,KG,Rafia Hitam Super Jasa,RHJ0000,KG,Produk FINISHED GOOD Rafia,Rafia Hitam Super Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
62,Rafia Kuning KW,RKK0000,Kg,,4-104 Penjualan Rafia Kw,BARANG JADI,KG,Rafia Kuning KW,RKK0000,KG,Produk FINISHED GOOD Rafia,Rafia Kuning KW,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
63,Rafia Kuning KW 1 (10),RKK1010,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,Rafia Kuning KW 1 (10),RKK1010,BAL,Produk FINISHED GOOD Rafia,Rafia Kuning KW 1 (10),,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
64,Rafia Kuning KW Super,RKW0000,Kg,,4-116 Penjualan Rafia Kw Super,BARANG JADI,KG,Rafia Kuning KW Super,RKW0000,KG,Produk FINISHED GOOD Rafia,Rafia Kuning KW Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
65,Rafia Kuning Super,RKS0000,Kg,,4-102 Penjualan Rafia Super,BARANG JADI,KG,Rafia Kuning Super,RKS0000,KG,Produk FINISHED GOOD Rafia,Rafia Kuning Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
66,"Rafia Kuning Super 0,4 (10)",RKS0410,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Kuning Super 0,4 (10)",RKS0410,BAL,Produk FINISHED GOOD Rafia,"Rafia Kuning Super 0,4 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
67,"Rafia Kuning Super 0,75 (6)",RKS7560,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Kuning Super 0,75 (6)",RKS7560,BAL,Produk FINISHED GOOD Rafia,"Rafia Kuning Super 0,75 (6)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
68,"Rafia Kuning Super 0,8 (10)",RKS0810,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,,,,,Rafia Kuning Super 0.8 (10),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME
69,Rafia Kuning Super 1 (10),RKS1010,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,Rafia Kuning Super 1 (10),RKS1010,BAL,Produk FINISHED GOOD Rafia,Rafia Kuning Super 1 (10),,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
70,Rafia Merah KW,RMK0000,Kg,,4-104 Penjualan Rafia Kw,BARANG JADI,KG,Rafia Merah KW,RMK0000,KG,Produk FINISHED GOOD Rafia,Rafia Merah KW,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
71,"Rafia Merah Kw 0,5 (10)",RMK0510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Merah Kw 0,5 (10)",RMK0510,BAL,Produk FINISHED GOOD Rafia,"Rafia Merah Kw 0,5 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
72,Rafia Merah KW 1 (10),RMK1010,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,Rafia Merah KW 1 (10),RMK1010,BAL,Produk FINISHED GOOD Rafia,Rafia Merah KW 1 (10),,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
73,Rafia Merah KW Super,RMW0000,Kg,,4-116 Penjualan Rafia Kw Super,BARANG JADI,KG,Rafia Merah KW Super,RMW0000,KG,Produk FINISHED GOOD Rafia,Rafia Merah KW Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
74,Rafia Merah Super,RMS0000,Kg,,4-102 Penjualan Rafia Super,BARANG JADI,KG,Rafia Merah Super,RMS0000,KG,Produk FINISHED GOOD Rafia,Rafia Merah Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
75,"Rafia Merah Super 0,7 (6)",RMS0760,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Merah Super 0,7 (6)",RMS0760,BAL,Produk FINISHED GOOD Rafia,"Rafia Merah Super 0,7 (6)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
76,"Rafia Merah Super 0,75 (6)",RMS7560,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Merah Super 0,75 (6)",RMS7560,BAL,Produk FINISHED GOOD Rafia,"Rafia Merah Super 0,75 (6)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
77,"Rafia Merah Super 0,8 (10)",RMS0810,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,,,,,Rafia Merah Super 0.8 (10),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME
78,"Rafia Merah Super 0,95 (10)",RMS9510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,,,,,Rafia Merah Super 0.95 (10),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME
79,Rafia Merah Super 1 (10),RMS1010,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,Rafia Merah Super 1 (10),RMS1010,BAL,Produk FINISHED GOOD Rafia,Rafia Merah Super 1 (10),,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
80,Rafia Merah Super 1 (6),,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,,,,,,MISSING_PRODUCT_CODE,NEW_BY_NAME
81,Rafia Merah Super Jasa,RMJ0000,Kg,,4-108 Penjualan Rafia Maklon,BARANG JADI,KG,Rafia Merah Super Jasa,RMJ0000,KG,Produk FINISHED GOOD Rafia,Rafia Merah Super Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
82,Rafia Netral,,Kg,,4-104 Penjualan Rafia Kw,BARANG JADI,KG,,,,,,MISSING_PRODUCT_CODE,NEW_BY_NAME
83,Rafia Orange Super,ROS0000,Kg,,4-102 Penjualan Rafia Super,BARANG JADI,KG,Rafia Orange Super,ROS0000,KG,Produk FINISHED GOOD Rafia,Rafia Orange Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
84,Rafia Ungu KW,RUK0000,Kg,,4-104 Penjualan Rafia Kw,BARANG JADI,KG,Rafia Ungu KW,RUK0000,KG,Produk FINISHED GOOD Rafia,Rafia Ungu KW,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
85,Rafia Ungu KW Super,RUW0000,Kg,,4-116 Penjualan Rafia Kw Super,BARANG JADI,KG,Rafia Ungu KW Super,RUW0000,KG,Produk FINISHED GOOD Rafia,Rafia Ungu KW Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
86,Rafia Ungu Super,RUS0000,Kg,,4-102 Penjualan Rafia Super,BARANG JADI,KG,Rafia Ungu Super,RUS0000,KG,Produk FINISHED GOOD Rafia,Rafia Ungu Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
87,Rafia Ungu Super 1 (10),RUS0110,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,Rafia Ungu Super 1 (10),RUS0110,BAL,Produk FINISHED GOOD Rafia,Rafia Ungu Super 1 (10),,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
88,"Rafia Warna KW 0,15",RWK1500,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Warna KW 0,15",RWK1500,BAL,Produk FINISHED GOOD Rafia,"Rafia Warna KW 0,15",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
89,"Rafia Warna KW 0,2 (10)",,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,,,,,,MISSING_PRODUCT_CODE,NEW_BY_NAME
90,"Rafia Warna KW 0,4 (10)",RWK0410,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Warna KW 0,4 (10)",RWK0410,BAL,Produk FINISHED GOOD Rafia,"Rafia Warna KW 0,4 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
91,"Rafia Warna KW 0,5 (10)",RWK0510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Warna KW 0,5 (10)",RWK0510,BAL,Produk FINISHED GOOD Rafia,"Rafia Warna KW 0,5 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
92,"Rafia Warna Kw 0,5 (20)",RWK0520,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Warna Kw 0,5 (20)",RWK0520,BAL,Produk FINISHED GOOD Rafia,"Rafia Warna Kw 0,5 (20)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
93,"Rafia Warna KW 0,7 (10)",RWK0710,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Warna KW 0,7 (10)",RWK0710,BAL,Produk FINISHED GOOD Rafia,"Rafia Warna KW 0,7 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
